Date,Time,Species,Scientific name,"Size
(cm)",Sex,Status,Tags,Bioregion,SD region,Beach,a,b,biomass_g,biomass_kg
25/04/2024,09:28,Dusky Whaler,Carcharhinus obscurus,90,NA,Alive,,Sydney Basin,Kiama,Werri Beach,0.00794,3.07,7931.311489,7.931311489
29/06/2024,08:12,Tiger Shark,Galeocerdo cuvier,251,F,Alive,"ID, A",NSW North Coast,Kingscliff,Cabarita Beach,0.00724,3.09,188247.9977,188.2479977
13/08/2023,08:24,Tiger Shark,Galeocerdo cuvier,351,F,Alive,"ID, A",NSW North Coast,Kingscliff,Cabarita Beach,0.00724,3.09,530563.728,530.563728
17/09/2023,14:27,Tiger Shark,Galeocerdo cuvier,261,M,Alive,"ID, A",NSW North Coast,Kingscliff,Cabarita Beach,0.00724,3.09,212401.5755,212.4015755
30/09/2023,08:27,Dusky Whaler,Carcharhinus obscurus,304,M,Alive,ID,NSW North Coast,Kingscliff,Cabarita Beach,0.00794,3.07,332845.2811,332.8452811
17/05/2024,08:23,White Shark,Carcharodon carcharias,341,M,Alive,"ID, A",NSW North Coast,Kingscliff,Cabarita Beach,0.00871,3.04,436105.4029,436.1054029
29/05/2024,08:15,Shortfin Mako Shark,Isurus oxyrinchus,319,F,Alive,ID,NSW North Coast,Kingscliff,Cabarita Beach,0.093585714,2.891142857,1621907.599,1621.907599
17/09/2023,11:33,Tiger Shark,Galeocerdo cuvier,256,F,Alive,"ID, A",NSW North Coast,Kingscliff,Kingscliff Beach,0.00724,3.09,200078.3324,200.0783324
30/06/2024,14:23,Tiger Shark,Galeocerdo cuvier,316,F,Alive,"ID, A",NSW North Coast,Kingscliff,Kingscliff Beach,0.00724,3.09,383505.5484,383.5055484
03/02/2024,14:41,Tiger Shark,Galeocerdo cuvier,218,F,Alive,"ID, A",NSW North Coast,Kingscliff,South Kingscliff Beach,0.00724,3.09,121778.0825,121.7780825
20/06/2024,15:37,Tiger Shark,Galeocerdo cuvier,243,M,Alive,"ID, A",NSW North Coast,Kingscliff,South Kingscliff Beach,0.00724,3.09,170318.5502,170.3185502
03/08/2023,10:34,White Shark,Carcharodon carcharias,190,M,Alive,"ID, A",Sydney Basin,Lake Macquarie,Blacksmiths Beach,0.00871,3.04,73693.48617,73.69348617
14/08/2023,NA,Dusky Whaler,Carcharhinus obscurus,126,M,Alive,ID,Sydney Basin,Lake Macquarie,Blacksmiths Beach,0.00794,3.07,22282.20041,22.28220041
05/10/2023,NA,Dusky Whaler,Carcharhinus obscurus,131,F,Alive,ID,Sydney Basin,Lake Macquarie,Blacksmiths Beach,0.00794,3.07,25109.80732,25.10980732
14/10/2023,12:10,Greynurse Shark,Carcharias taurus,256,F,Alive,ID,Sydney Basin,Lake Macquarie,Blacksmiths Beach,0.0107,3.03,212007.328,212.007328
06/11/2023,09:18,Unidentified Whaler,Carcharhinus,300,NA,Alive,,Sydney Basin,Lake Macquarie,Blacksmiths Beach,0.005897,3.117753,311661.6396,311.6616396
20/01/2024,NA,Common Blacktip,Carcharhinus limbatus,129,M,Dead,,Sydney Basin,Lake Macquarie,Blacksmiths Beach,0.022941,2.881574,27697.00305,27.69700305
21/01/2024,NA,Dusky Whaler,Carcharhinus obscurus,116,M,Alive,ID,Sydney Basin,Lake Macquarie,Blacksmiths Beach,0.00794,3.07,17286.47846,17.28647846
05/03/2024,NA,Dusky Whaler,Carcharhinus obscurus,113,F,Dead,,Sydney Basin,Lake Macquarie,Blacksmiths Beach,0.00794,3.07,15950.39064,15.95039064
07/03/2024,NA,Dusky Whaler,Carcharhinus obscurus,125,F,Alive,ID,Sydney Basin,Lake Macquarie,Blacksmiths Beach,0.00794,3.07,21743.7398,21.7437398
26/03/2024,12:43,Tiger Shark,Galeocerdo cuvier,159,F,Alive,"ID, A",Sydney Basin,Lake Macquarie,Blacksmiths Beach,0.00724,3.09,45925.68898,45.92568898
26/06/2024,13:35,Dusky Whaler,Carcharhinus obscurus,203,NA,Dead,,Sydney Basin,Lake Macquarie,Blacksmiths Beach,0.00794,3.07,96345.92237,96.34592237
14/08/2023,09:03,White Shark,Carcharodon carcharias,208,F,Alive,"ID, A",Sydney Basin,Lake Macquarie,Caves Beach,0.00871,3.04,97035.51012,97.03551012
09/09/2023,08:06,Bronze Whaler,Carcharhinus brachyurus,288,F,Alive,ID,Sydney Basin,Lake Macquarie,Caves Beach,0.00468,3.1,196952.984,196.952984
24/09/2023,11:11,Dusky Whaler,Carcharhinus obscurus,125,F,Alive,ID,Sydney Basin,Lake Macquarie,Caves Beach,0.00794,3.07,21743.7398,21.7437398
24/09/2023,NA,Dusky Whaler,Carcharhinus obscurus,113,F,Alive,ID,Sydney Basin,Lake Macquarie,Caves Beach,0.00794,3.07,15950.39064,15.95039064
29/09/2023,11:24,Dusky Whaler,Carcharhinus obscurus,123,F,Alive,ID,Sydney Basin,Lake Macquarie,Caves Beach,0.00794,3.07,20693.27335,20.69327335
02/11/2023,08:22,Dusky Whaler,Carcharhinus obscurus,166,F,Alive,ID,Sydney Basin,Lake Macquarie,Caves Beach,0.00794,3.07,51946.0265,51.9460265
06/11/2023,15:21,Dusky Whaler,Carcharhinus obscurus,112,F,Alive,ID,Sydney Basin,Lake Macquarie,Caves Beach,0.00794,3.07,15521.00476,15.52100476
08/11/2023,07:57,Dusky Whaler,Carcharhinus obscurus,120,M,Alive,ID,Sydney Basin,Lake Macquarie,Caves Beach,0.00794,3.07,19182.57601,19.18257601
11/01/2024,10:44,Dusky Whaler,Carcharhinus obscurus,138,M,Alive,ID,Sydney Basin,Lake Macquarie,Caves Beach,0.00794,3.07,29461.12303,29.46112303
12/01/2024,08:36,Dusky Whaler,Carcharhinus obscurus,123,M,Alive,ID,Sydney Basin,Lake Macquarie,Caves Beach,0.00794,3.07,20693.27335,20.69327335
13/01/2024,12:21,Dusky Whaler,Carcharhinus obscurus,123,M,Alive,ID,Sydney Basin,Lake Macquarie,Caves Beach,0.00794,3.07,20693.27335,20.69327335
13/01/2024,15:30,Dusky Whaler,Carcharhinus obscurus,129,M,Alive,ID,Sydney Basin,Lake Macquarie,Caves Beach,0.00794,3.07,23951.40051,23.95140051
21/01/2024,11:13,Dusky Whaler,Carcharhinus obscurus,102,F,Alive,ID,Sydney Basin,Lake Macquarie,Caves Beach,0.00794,3.07,11647.24014,11.64724014
21/01/2024,12:36,Dusky Whaler,Carcharhinus obscurus,134,F,Alive,ID,Sydney Basin,Lake Macquarie,Caves Beach,0.00794,3.07,26917.34577,26.91734577
24/01/2024,NA,Dusky Whaler,Carcharhinus obscurus,117,M,Dead,,Sydney Basin,Lake Macquarie,Caves Beach,0.00794,3.07,17748.06857,17.74806857
27/01/2024,07:52,Dusky Whaler,Carcharhinus obscurus,122,M,Alive,ID,Sydney Basin,Lake Macquarie,Caves Beach,0.00794,3.07,20181.11618,20.18111618
28/01/2024,NA,Dusky Whaler,Carcharhinus obscurus,114,F,Dead,,Sydney Basin,Lake Macquarie,Caves Beach,0.00794,3.07,16387.71476,16.38771476
01/02/2024,NA,Tiger Shark,Galeocerdo cuvier,145,F,Alive,"ID, A",Sydney Basin,Lake Macquarie,Caves Beach,0.00724,3.09,34543.44864,34.54344864
02/02/2024,NA,Dusky Whaler,Carcharhinus obscurus,109,M,Alive,ID,Sydney Basin,Lake Macquarie,Caves Beach,0.00794,3.07,14279.72524,14.27972524
12/02/2024,08:26,Dusky Whaler,Carcharhinus obscurus,129,M,Alive,ID,Sydney Basin,Lake Macquarie,Caves Beach,0.00794,3.07,23951.40051,23.95140051
14/02/2024,NA,Dusky Whaler,Carcharhinus obscurus,113,F,Alive,,Sydney Basin,Lake Macquarie,Caves Beach,0.00794,3.07,15950.39064,15.95039064
15/02/2024,09:09,Dusky Whaler,Carcharhinus obscurus,119,F,Alive,ID,Sydney Basin,Lake Macquarie,Caves Beach,0.00794,3.07,18696.04195,18.69604195
16/02/2024,10:19,Dusky Whaler,Carcharhinus obscurus,119,F,Alive,ID,Sydney Basin,Lake Macquarie,Caves Beach,0.00794,3.07,18696.04195,18.69604195
23/02/2024,08:18,Dusky Whaler,Carcharhinus obscurus,109,M,Alive,ID,Sydney Basin,Lake Macquarie,Caves Beach,0.00794,3.07,14279.72524,14.27972524
05/03/2024,09:24,Dusky Whaler,Carcharhinus obscurus,124,M,Alive,ID,Sydney Basin,Lake Macquarie,Caves Beach,0.00794,3.07,21214.12267,21.21412267
13/03/2024,08:38,Dusky Whaler,Carcharhinus obscurus,140,M,Alive,ID,Sydney Basin,Lake Macquarie,Caves Beach,0.00794,3.07,30791.69327,30.79169327
24/03/2024,16:47,Dusky Whaler,Carcharhinus obscurus,139,M,Alive,ID,Sydney Basin,Lake Macquarie,Caves Beach,0.00794,3.07,30121.4545,30.1214545
02/04/2024,NA,Dusky Whaler,Carcharhinus obscurus,125,F,Dead,,Sydney Basin,Lake Macquarie,Caves Beach,0.00794,3.07,21743.7398,21.7437398
19/04/2024,14:41,Dusky Whaler,Carcharhinus obscurus,132,M,Alive,ID,Sydney Basin,Lake Macquarie,Caves Beach,0.00794,3.07,25702.9204,25.7029204
19/04/2024,NA,Dusky Whaler,Carcharhinus obscurus,120,M,Dead,,Sydney Basin,Lake Macquarie,Caves Beach,0.00794,3.07,19182.57601,19.18257601
22/04/2024,NA,Dusky Whaler,Carcharhinus obscurus,95,M,Alive,ID,Sydney Basin,Lake Macquarie,Caves Beach,0.00794,3.07,9363.365375,9.363365375
24/06/2024,13:45,White Shark,Carcharodon carcharias,229,M,Alive,"ID, A",Sydney Basin,Lake Macquarie,Caves Beach,0.00871,3.04,129992.4177,129.9924177
10/07/2023,13:03,Bronze Whaler,Carcharhinus brachyurus,179,M,Alive,ID,Sydney Basin,Lake Macquarie,Frazer Beach,0.00468,3.1,45091.03968,45.09103968
10/07/2023,13:22,White Shark,Carcharodon carcharias,370,F,Alive,"ID, A",Sydney Basin,Lake Macquarie,Frazer Beach,0.00871,3.04,558922.2468,558.9222468
04/09/2023,08:56,Bronze Whaler,Carcharhinus brachyurus,255,F,Alive,ID,Sydney Basin,Lake Macquarie,Frazer Beach,0.00468,3.1,135058.0305,135.0580305
11/10/2023,NA,Dusky Whaler,Carcharhinus obscurus,118,M,Alive,ID,Sydney Basin,Lake Macquarie,Frazer Beach,0.00794,3.07,18217.89794,18.21789794
16/11/2023,09:59,Dusky Whaler,Carcharhinus obscurus,118,M,Alive,ID,Sydney Basin,Lake Macquarie,Frazer Beach,0.00794,3.07,18217.89794,18.21789794
21/11/2023,07:14,Dusky Whaler,Carcharhinus obscurus,152,F,Alive,ID,Sydney Basin,Lake Macquarie,Frazer Beach,0.00794,3.07,39635.13278,39.63513278
15/12/2023,16:08,Smooth Hammerhead,Sphyrna zygaena,170,F,Alive,ID,Sydney Basin,Lake Macquarie,Frazer Beach,0.00417,3.03,23899.91117,23.89991117
26/12/2023,10:37,Smooth Hammerhead,Sphyrna zygaena,164,M,Alive,ID,Sydney Basin,Lake Macquarie,Frazer Beach,0.00417,3.03,21434.47815,21.43447815
03/01/2024,08:23,Dusky Whaler,Carcharhinus obscurus,119,M,Alive,ID,Sydney Basin,Lake Macquarie,Frazer Beach,0.00794,3.07,18696.04195,18.69604195
12/01/2024,14:09,Dusky Whaler,Carcharhinus obscurus,127,M,Alive,ID,Sydney Basin,Lake Macquarie,Frazer Beach,0.00794,3.07,22829.58021,22.82958021
20/01/2024,07:53,Dusky Whaler,Carcharhinus obscurus,166,M,Alive,ID,Sydney Basin,Lake Macquarie,Frazer Beach,0.00794,3.07,51946.0265,51.9460265
05/02/2024,NA,Dusky Whaler,Carcharhinus obscurus,125,M,Dead,,Sydney Basin,Lake Macquarie,Frazer Beach,0.00794,3.07,21743.7398,21.7437398
13/02/2024,09:25,Dusky Whaler,Carcharhinus obscurus,203,M,Alive,ID,Sydney Basin,Lake Macquarie,Frazer Beach,0.00794,3.07,96345.92237,96.34592237
14/02/2024,11:32,Dusky Whaler,Carcharhinus obscurus,123,M,Alive,ID,Sydney Basin,Lake Macquarie,Frazer Beach,0.00794,3.07,20693.27335,20.69327335
16/02/2024,12:09,Dusky Whaler,Carcharhinus obscurus,120,NA,Alive,,Sydney Basin,Lake Macquarie,Frazer Beach,0.00794,3.07,19182.57601,19.18257601
18/02/2024,14:34,Dusky Whaler,Carcharhinus obscurus,122,F,Alive,ID,Sydney Basin,Lake Macquarie,Frazer Beach,0.00794,3.07,20181.11618,20.18111618
19/02/2024,NA,Dusky Whaler,Carcharhinus obscurus,121,F,Alive,,Sydney Basin,Lake Macquarie,Frazer Beach,0.00794,3.07,19677.57559,19.67757559
05/03/2024,16:03,Dusky Whaler,Carcharhinus obscurus,130,M,Alive,ID,Sydney Basin,Lake Macquarie,Frazer Beach,0.00794,3.07,24525.99266,24.52599266
13/03/2024,12:43,Dusky Whaler,Carcharhinus obscurus,110,F,Alive,ID,Sydney Basin,Lake Macquarie,Frazer Beach,0.00794,3.07,14685.74713,14.68574713
12/04/2024,14:50,Dusky Whaler,Carcharhinus obscurus,155,F,Alive,ID,Sydney Basin,Lake Macquarie,Frazer Beach,0.00794,3.07,42086.11289,42.08611289
22/05/2024,NA,Dusky Whaler,Carcharhinus obscurus,143,M,Dead,,Sydney Basin,Lake Macquarie,Frazer Beach,0.00794,3.07,32862.6164,32.8626164
24/05/2024,NA,Dusky Whaler,Carcharhinus obscurus,146,F,Dead,,Sydney Basin,Lake Macquarie,Frazer Beach,0.00794,3.07,35025.45371,35.02545371
28/06/2024,NA,Dusky Whaler,Carcharhinus obscurus,152,M,Alive,ID,Sydney Basin,Lake Macquarie,Frazer Beach,0.00794,3.07,39635.13278,39.63513278
16/09/2023,07:47,Bronze Whaler,Carcharhinus brachyurus,297,F,Alive,ID,Sydney Basin,Lake Macquarie,Ghosties Beach,0.00468,3.1,216666.0401,216.6660401
20/01/2024,08:03,Dusky Whaler,Carcharhinus obscurus,157,M,Alive,ID,Sydney Basin,Lake Macquarie,Ghosties Beach,0.00794,3.07,43775.63306,43.77563306
17/02/2024,07:37,Dusky Whaler,Carcharhinus obscurus,125,F,Alive,ID,Sydney Basin,Lake Macquarie,Ghosties Beach,0.00794,3.07,21743.7398,21.7437398
07/03/2024,07:29,Dusky Whaler,Carcharhinus obscurus,154,M,Alive,ID,Sydney Basin,Lake Macquarie,Ghosties Beach,0.00794,3.07,41258.08967,41.25808967
13/09/2023,10:25,Black Ray,Bathytoshia lata,220,NA,Alive,,Sydney Basin,Lake Macquarie,Hams Beach,0.00646,3.06,95070.53138,95.07053138
24/09/2023,06:48,Dusky Whaler,Carcharhinus obscurus,118,F,Alive,ID,Sydney Basin,Lake Macquarie,Hams Beach,0.00794,3.07,18217.89794,18.21789794
24/09/2023,NA,Snapper,Pagrus auratus,52,NA,Dead,,Sydney Basin,Lake Macquarie,Hams Beach,0.03852,2.810057143,2557.135441,2.557135441
27/09/2023,NA,Dusky Whaler,Carcharhinus obscurus,105,F,Dead,,Sydney Basin,Lake Macquarie,Hams Beach,0.00794,3.07,12731.26771,12.73126771
29/09/2023,NA,Dusky Whaler,Carcharhinus obscurus,109,F,Alive,ID,Sydney Basin,Lake Macquarie,Hams Beach,0.00794,3.07,14279.72524,14.27972524
16/10/2023,NA,Snapper,Pagrus auratus,42,NA,Dead,,Sydney Basin,Lake Macquarie,Hams Beach,0.03852,2.810057143,1403.167579,1.403167579
11/11/2023,NA,Dusky Whaler,Carcharhinus obscurus,126,F,Dead,,Sydney Basin,Lake Macquarie,Hams Beach,0.00794,3.07,22282.20041,22.28220041
21/11/2023,NA,Dusky Whaler,Carcharhinus obscurus,121,F,Dead,,Sydney Basin,Lake Macquarie,Hams Beach,0.00794,3.07,19677.57559,19.67757559
23/03/2024,NA,Snapper,Pagrus auratus,62,NA,Dead,,Sydney Basin,Lake Macquarie,Hams Beach,0.03852,2.810057143,4191.88489,4.19188489
26/03/2024,NA,Snapper,Pagrus auratus,57,NA,Dead,,Sydney Basin,Lake Macquarie,Hams Beach,0.03852,2.810057143,3309.74823,3.30974823
29/03/2024,NA,Dusky Whaler,Carcharhinus obscurus,113,M,Dead,,Sydney Basin,Lake Macquarie,Hams Beach,0.00794,3.07,15950.39064,15.95039064
05/09/2023,09:31,Dusky Whaler,Carcharhinus obscurus,144,M,Alive,ID,Sydney Basin,Lake Macquarie,Middle Camp Beach,0.00794,3.07,33573.24758,33.57324758
18/09/2023,NA,Dusky Whaler,Carcharhinus obscurus,112,M,Alive,ID,Sydney Basin,Lake Macquarie,Middle Camp Beach,0.00794,3.07,15521.00476,15.52100476
21/09/2023,09:18,Shortfin Mako Shark,Isurus oxyrinchus,145,M,Alive,ID,Sydney Basin,Lake Macquarie,Middle Camp Beach,0.093585714,2.891142857,165971.386,165.971386
23/09/2023,14:00,White Shark,Carcharodon carcharias,208,F,Alive,"ID, A",Sydney Basin,Lake Macquarie,Middle Camp Beach,0.00871,3.04,97035.51012,97.03551012
09/10/2023,13:19,Dusky Whaler,Carcharhinus obscurus,106,F,Alive,ID,Sydney Basin,Lake Macquarie,Middle Camp Beach,0.00794,3.07,13107.1874,13.1071874
23/10/2023,NA,Dusky Whaler,Carcharhinus obscurus,109,M,Alive,ID,Sydney Basin,Lake Macquarie,Middle Camp Beach,0.00794,3.07,14279.72524,14.27972524
03/11/2023,15:24,Bronze Whaler,Carcharhinus brachyurus,243,F,Alive,ID,Sydney Basin,Lake Macquarie,Middle Camp Beach,0.00468,3.1,116312.2083,116.3122083
07/11/2023,08:11,Dusky Whaler,Carcharhinus obscurus,88,F,Alive,ID,Sydney Basin,Lake Macquarie,Middle Camp Beach,0.00794,3.07,7402.566303,7.402566303
25/12/2023,07:09,Dusky Whaler,Carcharhinus obscurus,129,F,Alive,ID,Sydney Basin,Lake Macquarie,Middle Camp Beach,0.00794,3.07,23951.40051,23.95140051
18/01/2024,11:32,Dusky Whaler,Carcharhinus obscurus,112,M,Alive,ID,Sydney Basin,Lake Macquarie,Middle Camp Beach,0.00794,3.07,15521.00476,15.52100476
19/01/2024,17:09,Dusky Whaler,Carcharhinus obscurus,129,M,Alive,ID,Sydney Basin,Lake Macquarie,Middle Camp Beach,0.00794,3.07,23951.40051,23.95140051
20/01/2024,11:10,Tiger Shark,Galeocerdo cuvier,144,M,Alive,"ID, A",Sydney Basin,Lake Macquarie,Middle Camp Beach,0.00724,3.09,33812.60778,33.81260778
26/01/2024,12:42,Dusky Whaler,Carcharhinus obscurus,142,F,Alive,ID,Sydney Basin,Lake Macquarie,Middle Camp Beach,0.00794,3.07,32162.19788,32.16219788
27/01/2024,10:08,Smooth Hammerhead,Sphyrna zygaena,166,M,Alive,ID,Sydney Basin,Lake Macquarie,Middle Camp Beach,0.00417,3.03,22236.3531,22.2363531
30/01/2024,12:17,Tiger Shark,Galeocerdo cuvier,144,M,Alive,"ID, A",Sydney Basin,Lake Macquarie,Middle Camp Beach,0.00724,3.09,33812.60778,33.81260778
09/02/2024,12:21,Dusky Whaler,Carcharhinus obscurus,126,M,Alive,ID,Sydney Basin,Lake Macquarie,Middle Camp Beach,0.00794,3.07,22282.20041,22.28220041
15/02/2024,11:48,Dusky Whaler,Carcharhinus obscurus,128,M,Alive,ID,Sydney Basin,Lake Macquarie,Middle Camp Beach,0.00794,3.07,23385.95498,23.38595498
05/03/2024,16:50,Dusky Whaler,Carcharhinus obscurus,119,M,Alive,ID,Sydney Basin,Lake Macquarie,Middle Camp Beach,0.00794,3.07,18696.04195,18.69604195
06/03/2024,13:45,Dusky Whaler,Carcharhinus obscurus,130,F,Alive,ID,Sydney Basin,Lake Macquarie,Middle Camp Beach,0.00794,3.07,24525.99266,24.52599266
13/03/2024,14:32,Dusky Whaler,Carcharhinus obscurus,123,M,Alive,ID,Sydney Basin,Lake Macquarie,Middle Camp Beach,0.00794,3.07,20693.27335,20.69327335
14/03/2024,09:10,Dusky Whaler,Carcharhinus obscurus,127,F,Alive,ID,Sydney Basin,Lake Macquarie,Middle Camp Beach,0.00794,3.07,22829.58021,22.82958021
18/03/2024,12:34,Dusky Whaler,Carcharhinus obscurus,139,M,Alive,ID,Sydney Basin,Lake Macquarie,Middle Camp Beach,0.00794,3.07,30121.4545,30.1214545
14/05/2024,09:16,Dusky Whaler,Carcharhinus obscurus,133,M,Alive,ID,Sydney Basin,Lake Macquarie,Middle Camp Beach,0.00794,3.07,26305.40788,26.30540788
30/05/2024,NA,Dusky Whaler,Carcharhinus obscurus,127,F,Alive,ID,Sydney Basin,Lake Macquarie,Middle Camp Beach,0.00794,3.07,22829.58021,22.82958021
07/06/2024,10:41,Tiger Shark,Galeocerdo cuvier,323,F,Alive,"ID, A",Sydney Basin,Lake Macquarie,Middle Camp Beach,0.00724,3.09,410368.8245,410.3688245
29/06/2024,11:53,White Shark,Carcharodon carcharias,242,M,Alive,"ID, A",Sydney Basin,Lake Macquarie,Middle Camp Beach,0.00871,3.04,153750.6171,153.7506171
11/07/2023,11:57,Bronze Whaler,Carcharhinus brachyurus,254,M,Alive,ID,Sydney Basin,Lake Macquarie,Moonee Beach,0.00468,3.1,133422.8996,133.4228996
13/07/2023,08:04,White Shark,Carcharodon carcharias,180,NA,Alive,,Sydney Basin,Lake Macquarie,Moonee Beach,0.00871,3.04,62523.97353,62.52397353
18/09/2023,09:37,Dusky Whaler,Carcharhinus obscurus,129,M,Alive,ID,Sydney Basin,Lake Macquarie,Moonee Beach,0.00794,3.07,23951.40051,23.95140051
11/01/2024,15:36,Dusky Whaler,Carcharhinus obscurus,134,M,Alive,ID,Sydney Basin,Lake Macquarie,Moonee Beach,0.00794,3.07,26917.34577,26.91734577
18/01/2024,09:44,Dusky Whaler,Carcharhinus obscurus,123,M,Alive,ID,Sydney Basin,Lake Macquarie,Moonee Beach,0.00794,3.07,20693.27335,20.69327335
28/01/2024,11:36,Dusky Whaler,Carcharhinus obscurus,126,M,Alive,ID,Sydney Basin,Lake Macquarie,Moonee Beach,0.00794,3.07,22282.20041,22.28220041
01/02/2024,17:00,Smooth Hammerhead,Sphyrna zygaena,174,M,Alive,ID,Sydney Basin,Lake Macquarie,Moonee Beach,0.00417,3.03,25644.85674,25.64485674
19/02/2024,10:28,Dusky Whaler,Carcharhinus obscurus,126,F,Alive,ID,Sydney Basin,Lake Macquarie,Moonee Beach,0.00794,3.07,22282.20041,22.28220041
27/02/2024,10:44,Dusky Whaler,Carcharhinus obscurus,123,M,Alive,ID,Sydney Basin,Lake Macquarie,Moonee Beach,0.00794,3.07,20693.27335,20.69327335
06/03/2024,08:18,Dusky Whaler,Carcharhinus obscurus,136,F,Alive,ID,Sydney Basin,Lake Macquarie,Moonee Beach,0.00794,3.07,28169.87703,28.16987703
06/03/2024,09:48,Dusky Whaler,Carcharhinus obscurus,152,M,Alive,ID,Sydney Basin,Lake Macquarie,Moonee Beach,0.00794,3.07,39635.13278,39.63513278
20/03/2024,12:05,Dusky Whaler,Carcharhinus obscurus,141,F,Alive,ID,Sydney Basin,Lake Macquarie,Moonee Beach,0.00794,3.07,31471.91563,31.47191563
23/04/2024,09:13,Dusky Whaler,Carcharhinus obscurus,125,F,Alive,ID,Sydney Basin,Lake Macquarie,Moonee Beach,0.00794,3.07,21743.7398,21.7437398
29/04/2024,09:59,Dusky Whaler,Carcharhinus obscurus,139,M,Alive,ID,Sydney Basin,Lake Macquarie,Moonee Beach,0.00794,3.07,30121.4545,30.1214545
09/06/2024,11:00,White Shark,Carcharodon carcharias,233,M,Alive,"ID, A",Sydney Basin,Lake Macquarie,Moonee Beach,0.00871,3.04,137018.7985,137.0187985
25/06/2024,NA,Dusky Whaler,Carcharhinus obscurus,139,M,Alive,ID,Sydney Basin,Lake Macquarie,Moonee Beach,0.00794,3.07,30121.4545,30.1214545
22/03/2024,10:21,Tiger Shark,Galeocerdo cuvier,406,F,Alive,"ID, A",Sydney Basin,Manly,Curl Curl Beach,0.00724,3.09,831924.6831,831.9246831
29/04/2024,NA,Tiger Shark,Galeocerdo cuvier,221,F,Alive,"ID, A",Sydney Basin,Manly,Curl Curl Beach,0.00724,3.09,127031.2852,127.0312852
22/02/2024,10:51,Dusky Whaler,Carcharhinus obscurus,126,M,Alive,ID,Sydney Basin,Manly,Dee Why Beach,0.00794,3.07,22282.20041,22.28220041
22/02/2024,12:36,Dusky Whaler,Carcharhinus obscurus,137,F,Alive,ID,Sydney Basin,Manly,Dee Why Beach,0.00794,3.07,28810.6226,28.8106226
06/03/2024,07:20,Dusky Whaler,Carcharhinus obscurus,152,F,Alive,ID,Sydney Basin,Manly,Dee Why Beach,0.00794,3.07,39635.13278,39.63513278
06/03/2024,10:57,Dusky Whaler,Carcharhinus obscurus,124,M,Alive,ID,Sydney Basin,Manly,Dee Why Beach,0.00794,3.07,21214.12267,21.21412267
22/03/2024,13:55,Dusky Whaler,Carcharhinus obscurus,136,F,Alive,ID,Sydney Basin,Manly,Dee Why Beach,0.00794,3.07,28169.87703,28.16987703
27/05/2024,NA,Dusky Whaler,Carcharhinus obscurus,128,F,Alive,ID,Sydney Basin,Manly,Dee Why Beach,0.00794,3.07,23385.95498,23.38595498
11/06/2024,07:49,Smooth Hammerhead,Sphyrna zygaena,166,F,Alive,ID,Sydney Basin,Manly,Dee Why Beach,0.00417,3.03,22236.3531,22.2363531
10/10/2023,07:11,Dusky Whaler,Carcharhinus obscurus,140,F,Alive,ID,Sydney Basin,Manly,Fairy Bower Beach,0.00794,3.07,30791.69327,30.79169327
28/06/2024,07:17,Bronze Whaler,Carcharhinus brachyurus,313,F,Alive,ID,Sydney Basin,Manly,Freshwater Beach,0.00468,3.1,254937.2516,254.9372516
20/08/2023,10:45,Bronze Whaler,Carcharhinus brachyurus,293,F,Alive,ID,Sydney Basin,Manly,Long Reef Beach,0.00468,3.1,207747.3421,207.7473421
12/10/2023,10:22,Dusky Whaler,Carcharhinus obscurus,132,F,Alive,ID,Sydney Basin,Manly,Manly Beach,0.00794,3.07,25702.9204,25.7029204
24/12/2023,07:56,Smooth Hammerhead,Sphyrna zygaena,191,F,Alive,ID,Sydney Basin,Manly,Narrabeen Beach,0.00417,3.03,34014.74016,34.01474016
28/09/2023,10:39,Tiger Shark,Galeocerdo cuvier,380,F,Alive,"ID, A",Sydney Basin,Manly,North Curl Curl Beach,0.00724,3.09,678062.7392,678.0627392
08/04/2024,08:29,Dusky Whaler,Carcharhinus obscurus,131,M,Alive,ID,Sydney Basin,Manly,North Curl Curl Beach,0.00794,3.07,25109.80732,25.10980732
09/05/2024,07:24,Dusky Whaler,Carcharhinus obscurus,131,M,Alive,ID,Sydney Basin,Manly,North Curl Curl Beach,0.00794,3.07,25109.80732,25.10980732
23/02/2024,08:34,Dusky Whaler,Carcharhinus obscurus,131,F,Alive,ID,Sydney Basin,Manly,North Steyne Beach,0.00794,3.07,25109.80732,25.10980732
07/04/2024,NA,Dusky Whaler,Carcharhinus obscurus,132,M,Alive,ID,Sydney Basin,Manly,North Steyne Beach,0.00794,3.07,25702.9204,25.7029204
24/04/2024,NA,Tiger Shark,Galeocerdo cuvier,173,F,Alive,"ID, A",Sydney Basin,Manly,North Steyne Beach,0.00724,3.09,59607.51611,59.60751611
05/05/2024,10:22,Dusky Whaler,Carcharhinus obscurus,142,F,Alive,ID,Sydney Basin,Manly,North Steyne Beach,0.00794,3.07,32162.19788,32.16219788
18/02/2024,17:29,Dusky Whaler,Carcharhinus obscurus,148,M,Alive,ID,Sydney Basin,Manly,Queenscliff Beach,0.00794,3.07,36519.42818,36.51942818
26/02/2024,07:57,Dusky Whaler,Carcharhinus obscurus,128,M,Alive,ID,Sydney Basin,Manly,Queenscliff Beach,0.00794,3.07,23385.95498,23.38595498
