order,recorder,location,Year,Site,species,Weight,Wing
5259,wdn,WU,13,22,Sheppardia sharpei,14,66
5260,wdn,WU,13,22,Sheppardia sharpei,13,NA
5261,wdn,WU,13,22,Arizelocichla milanjensis,41,91
5262,wdn,WU,13,22,Arizelocichla milanjensis,41,97
5263,wdn,WU,13,22,Arizelocichla milanjensis,42,101
5264,wdn,WU,13,22,Arizelocichla milanjensis,38,94
5265,wdn,WU,13,22,Arizelocichla milanjensis,37,94
5266,wdn,WU,13,22,Arizelocichla masukuensis,26.5,83
5267,wdn,WU,13,22,Arizelocichla masukuensis,26,83
5268,wdn,WU,13,22,Arizelocichla masukuensis,26,80
5269,wdn,WU,13,22,Arizelocichla masukuensis,28,83
5270,wdn,WU,13,22,Arizelocichla masukuensis,25.5,84
5271,wdn,WU,13,22,Arizelocichla masukuensis,28,85
5272,wdn,WU,13,22,Arizelocichla masukuensis,26,84
5273,wdn,WU,13,22,Modulatrix stictigula,30.5,79
5274,wdn,WU,13,22,Modulatrix stictigula,28.5,75
5275,wdn,WU,13,22,Laniarius aethiopicus,49,91
5276,wdn,WU,13,22,Chamaetylas fuelleborni,54,NA
5277,wdn,WU,13,22,Chamaetylas fuelleborni,53.5,114
5278,wdn,WU,13,22,Pogonocichla stellata,14,74
5279,wdn,WU,13,22,Elminia albonotata,7.5,58
5280,wdn,WU,13,22,Elminia albonotata,8,65
5281,wdn,WU,13,22,Elminia albonotata,7.5,59
5282,wdn,WU,13,22,Phylloscopus ruficapilla,8,51
5283,wdn,WU,13,22,Phylloscopus ruficapilla,7.5,55
5284,wdn,WU,13,22,Phylloscopus ruficapilla,9,56
5285,wdn,WU,13,22,Zosterops senegalensis,9.5,56
5286,wdn,WU,13,22,Zosterops senegalensis,8,54
5287,wdn,WU,13,22,Ploceus bicolor,41,92
5288,wdn,WU,13,22,Cinnyris usambaricus,7,52
5289,wdn,WU,13,22,Bradypterus lopezi,19.5,61
5290,wdn,WU,13,22,Turdus roehli,64,111
5291,wdn,WU,13,22,Linurgus olivaceus,20.5,74
5292,wdn,WU,13,22,Geokichla gurneyi,58.5,113
5293,wdn,WU,13,22,Phyllastrephus cabanisi,27,89
5294,wdn,WU,13,22,Phyllastrephus cabanisi,26.5,87
5295,wdn,WU,13,22,Cyanomitra olivacea,10.5,63
5296,wdn,WU,13,22,Cyanomitra olivacea,9,58
5297,wdn,WU,13,22,Cyanomitra olivacea,9.5,60
5298,wdn,WU,13,22,Cyanomitra olivacea,9.5,60
5299,wdn,WU,13,22,Chloropicus griseocephalus,39.5,99
5300,wdn,WU,13,22,Illadopsis rufipennis,24,68
5301,wdn,WU,13,22,Illadopsis rufipennis,28,71
5302,wdn,WU,13,22,Cryptospiza reichenovii,12,53
5303,wdn,WU,13,22,Sheppardia sharpei,13,69
5304,wdn,WU,13,22,Arizelocichla milanjensis,41,98
5305,wdn,WU,13,22,Arizelocichla masukuensis,25,78
5306,wdn,WU,13,22,Arizelocichla masukuensis,24,79
5307,wdn,WU,13,22,Arizelocichla masukuensis,25,85
5308,wdn,WU,13,22,Arizelocichla masukuensis,27.5,81
5309,wdn,WU,13,22,Arizelocichla masukuensis,28.5,81
5310,wdn,WU,13,22,Arizelocichla masukuensis,29,86
5311,wdn,WU,13,22,Arizelocichla masukuensis,28,80
5312,wdn,WU,13,22,Arizelocichla masukuensis,27,82
5313,wdn,WU,13,22,Modulatrix stictigula,30,NA
5314,wdn,WU,13,22,Modulatrix stictigula,30,81
5315,wdn,WU,13,22,Indicator variegatus,48.5,106
5316,wdn,WU,13,22,Pogonocichla stellata,15.5,75
5317,wdn,WU,13,22,Elminia albonotata,8,61
5318,wdn,WU,13,22,Elminia albonotata,8,60
5319,wdn,WU,13,22,Elminia albonotata,7.5,64
5320,wdn,WU,13,22,Phyllastrephus flavostriatus,24,88
5321,wdn,WU,13,22,Phyllastrephus flavostriatus,33.5,98
5322,wdn,WU,13,22,Phyllastrephus flavostriatus,30,93
5323,wdn,WU,13,22,Zosterops senegalensis,10,56
5324,wdn,WU,13,22,Zosterops senegalensis,10,56
5325,wdn,WU,13,22,Apalis thoracica,10.5,56
5326,wdn,WU,13,22,Cinnyris usambaricus,7,52
5327,wdn,WU,13,22,Cinnyris usambaricus,7,53
5328,wdn,WU,13,22,Eurillas virens,26.5,87
5329,wdn,WU,13,22,Linurgus olivaceus,21,71
5330,wdn,WU,13,22,Phyllastrephus cabanisi,26.5,75
5331,wdn,WU,13,22,Cyanomitra olivacea,9,53
5332,wdn,WU,13,22,Cyanomitra olivacea,8.5,58
5333,wdn,WU,13,22,Cyanomitra olivacea,9,55
5334,wdn,WU,13,22,Cyanomitra olivacea,10,63
5335,wdn,WU,13,22,Cryptospiza reichenovii,12,54
5336,wdn,WU,13,22,Cryptospiza reichenovii,11,54
5337,wdn,WU,13,22,Sheppardia sharpei,14,64
5338,wdn,WU,13,22,Arizelocichla milanjensis,45,97
5339,wdn,WU,13,22,Arizelocichla milanjensis,43,100
5340,wdn,WU,13,22,Arizelocichla masukuensis,25.5,82
5341,wdn,WU,13,22,Arizelocichla masukuensis,27.5,82
5342,wdn,WU,13,22,Chamaetylas fuelleborni,56,111
5343,wdn,WU,13,22,Phylloscopus ruficapilla,7,49
5344,wdn,WU,13,22,Phylloscopus ruficapilla,7.5,50
5345,wdn,WU,13,22,Smithornis capensis,23,69
5346,wdn,WU,13,22,Sylvia abyssinica,18,66
5347,wdn,WU,13,22,Apalis thoracica,10.5,49
5348,wdn,WU,13,22,Apalis thoracica,10.5,51
5349,wdn,WU,13,22,Apalis thoracica,10,50
5350,wdn,WU,13,22,Eurillas virens,24,81
5351,wdn,WU,13,22,Eurillas virens,23,75
5352,wdn,WU,13,22,Turdus roehli,63,109
5353,wdn,WU,13,22,Linurgus olivaceus,20.5,74
5354,wdn,WU,13,22,Geokichla gurneyi,54,114
5355,wdn,WU,13,22,Phyllastrephus cabanisi,27.5,86
5356,wdn,WU,13,22,Phyllastrephus cabanisi,25,79
5357,wdn,WU,13,22,Cyanomitra olivacea,10,62
5358,wdn,WU,13,22,Cyanomitra olivacea,9,55
5359,wdn,WU,13,22,Cyanomitra olivacea,9.5,62
5360,wdn,WU,13,22,Cyanomitra olivacea,10,65
5361,wdn,WU,13,22,Cyanomitra olivacea,10.5,61
5362,wdn,WU,13,22,Cyanomitra olivacea,8,57
5363,wdn,WU,13,22,Cyanomitra olivacea,9,55
5364,wdn,WU,13,22,Cyanomitra olivacea,9,62
5365,wdn,WU,13,22,Cyanomitra olivacea,10,62
5366,wdn,WU,13,22,Cyanomitra olivacea,8,55
5367,wdn,WU,13,22,Cyanomitra olivacea,10,60
5368,wdn,WU,13,22,Cyanomitra olivacea,11,61
5369,wdn,WU,13,22,Cyanomitra olivacea,8,57
5370,wdn,WU,13,22,Cyanomitra olivacea,10.5,62
5371,wdn,WU,13,22,Cyanomitra olivacea,9,62
5372,wdn,WU,13,22,Cyanomitra olivacea,9.5,62
5373,wdn,WU,13,22,Illadopsis rufipennis,30.5,74
5374,wdn,WU,13,22,Cryptospiza reichenovii,13,57
5375,wdn,WU,13,22,Cryptospiza reichenovii,12.5,56
5376,wdn,WU,13,22,Cryptospiza reichenovii,10,53
5377,wdn,WU,13,22,Cryptospiza reichenovii,13,52
5378,wdn,WU,13,22,Cryptospiza reichenovii,12,53
5379,wdn,WU,13,22,Sheppardia sharpei,13,64
5380,wdn,WU,13,22,Sheppardia sharpei,14,71
5381,wdn,WU,13,22,Arizelocichla milanjensis,42,96
5382,wdn,WU,13,22,Arizelocichla milanjensis,45,96
5383,wdn,WU,13,22,Arizelocichla milanjensis,41,94
5384,wdn,WU,13,22,Arizelocichla masukuensis,25,80
5385,wdn,WU,13,22,Modulatrix stictigula,30.5,79
5386,wdn,WU,13,22,Modulatrix stictigula,31.5,83
5387,wdn,WU,13,22,Phyllastrephus albigula,17,71
5388,wdn,WU,13,22,Chamaetylas fuelleborni,54.5,114
5389,wdn,WU,13,22,Pogonocichla stellata,16,81
5390,wdn,WU,13,22,Elminia albonotata,7.5,58
5391,wdn,WU,13,22,Elminia albonotata,8,63
5392,wdn,WU,13,22,Phylloscopus ruficapilla,8,52
5393,wdn,WU,13,22,Phylloscopus ruficapilla,8.5,54
5394,wdn,WU,13,22,Apalis thoracica,10,50
5395,wdn,WU,13,22,Eurillas virens,24,80
5396,wdn,WU,13,22,Eurillas virens,25.5,84
5397,wdn,WU,13,22,Phyllastrephus cabanisi,29,NA
5398,wdn,WU,13,22,Phyllastrephus cabanisi,28.5,85
5399,wdn,WU,13,22,Phyllastrephus cabanisi,28.5,86
5400,wdn,WU,13,22,Phyllastrephus cabanisi,28,85
5401,wdn,WU,13,22,Cyanomitra olivacea,8,53
5402,wdn,WU,13,22,Cyanomitra olivacea,9,57
5403,wdn,WU,13,22,Cyanomitra olivacea,9.5,61
5404,wdn,WU,13,22,Cyanomitra olivacea,8,55
5405,wdn,WU,13,22,Illadopsis rufipennis,30,70
5406,wdn,WU,13,22,Artisornis metopias,8.5,46
5407,wdn,WU,13,22,Cryptospiza reichenovii,11,52
5408,wdn,WU,13,22,Sheppardia sharpei,12.5,62
5409,wdn,WU,13,22,Sheppardia sharpei,14,69
5410,wdn,WU,13,22,Arizelocichla milanjensis,49.5,NA
5411,wdn,WU,13,22,Arizelocichla milanjensis,39,92
5412,wdn,WU,13,22,Arizelocichla masukuensis,27,83
5413,wdn,WU,13,22,Arizelocichla masukuensis,26,78
5414,wdn,WU,13,22,Arizelocichla masukuensis,27,79
5415,wdn,WU,13,22,Modulatrix stictigula,30.5,82
5416,wdn,WU,13,22,Phyllastrephus albigula,13,66
5417,wdn,WU,13,22,Phyllastrephus albigula,15,71
5418,wdn,WU,13,22,Phyllastrephus albigula,14.5,68
5419,wdn,WU,13,22,Pogonocichla stellata,16.5,81
5420,wdn,WU,13,22,Pogonocichla stellata,16.5,80
5421,wdn,WU,13,22,Elminia albonotata,8,60
5422,wdn,WU,13,22,Phyllastrephus flavostriatus,24,88
5423,wdn,WU,13,22,Phylloscopus ruficapilla,8.5,55
5424,wdn,WU,13,22,Phylloscopus ruficapilla,8,50
5425,wdn,WU,13,22,Apalis thoracica,11,50
5426,wdn,WU,13,22,Bradypterus lopezi,19,67
5427,wdn,WU,13,22,Eurillas virens,21,79
5428,wdn,WU,13,22,Eurillas virens,26,80
5429,wdn,WU,13,22,Turdus roehli,61.5,112
5430,wdn,WU,13,22,Linurgus olivaceus,20,72
5431,wdn,WU,13,22,Phyllastrephus cabanisi,23.5,76
5432,wdn,WU,13,22,Phyllastrephus cabanisi,25,86
5433,wdn,WU,13,22,Phyllastrephus cabanisi,29,87
5434,wdn,WU,13,22,Phyllastrephus cabanisi,29.5,83
5435,wdn,WU,13,22,Cyanomitra olivacea,8,53
5436,wdn,WU,13,22,Cyanomitra olivacea,8,55
5437,wdn,WU,13,22,Cyanomitra olivacea,9,55
5438,wdn,WU,13,22,Cryptospiza reichenovii,13,55
5439,wdn,WU,13,22,Arizelocichla milanjensis,41,97
5440,wdn,WU,13,22,Arizelocichla masukuensis,24.5,78
5441,wdn,WU,13,22,Turtur tympanistria,78.5,118
5442,wdn,WU,13,22,Turtur tympanistria,71,117
5443,wdn,WU,13,22,Turtur tympanistria,65,110
5444,wdn,WU,13,22,Phyllastrephus albigula,14,65
5445,wdn,WU,13,22,Phyllastrephus albigula,13.5,70
5446,wdn,WU,13,22,Elminia albonotata,7.5,60
5447,wdn,WU,13,22,Elminia albonotata,8,63
5448,wdn,WU,13,22,Elminia albonotata,7,60
5449,wdn,WU,13,22,Phylloscopus ruficapilla,9,56
5450,wdn,WU,13,22,Phylloscopus ruficapilla,8,55
5451,wdn,EU,14,16,Batis mixta,13,61
5452,wdn,EU,14,16,Columba larvata,155,143
5453,wdn,EU,14,16,Eurillas virens,25,80
5454,wdn,EU,14,16,Eurillas virens,24.5,85
5455,wdn,EU,14,16,Eurillas virens,25.5,83
5456,wdn,EU,14,16,Eurillas virens,23,78
5457,wdn,EU,14,16,Eurillas virens,23.5,78
5458,wdn,EU,14,16,Eurillas virens,24.5,84
5459,wdn,EU,14,16,Eurillas virens,26,83
5460,wdn,EU,14,16,Eurillas virens,28,82
5461,wdn,EU,14,16,Phyllastrephus cabanisi,23.5,76
5462,wdn,EU,14,16,Phyllastrephus cabanisi,27.5,83
5463,wdn,EU,14,16,Phyllastrephus cabanisi,21.5,75
5464,wdn,EU,14,16,Cyanomitra olivacea,8,55
5465,wdn,EU,14,16,Cyanomitra olivacea,9.5,61
5466,wdn,EU,14,16,Cyanomitra olivacea,9,60
5467,wdn,EU,14,16,Neocossyphus rufus,68,NA
5468,wdn,EU,14,16,Neocossyphus rufus,66.5,124
5469,wdn,EU,14,16,Sheppardia sharpei,13,67
5470,wdn,EU,14,16,Arizelocichla masukuensis,28.5,83
5471,wdn,EU,14,16,Arizelocichla masukuensis,22,77
5472,wdn,EU,14,16,Phyllastrephus albigula,14,66
5473,wdn,EU,14,16,Chamaetylas fuelleborni,52.5,114
5474,wdn,EU,14,16,Chamaetylas fuelleborni,56,111
5475,wdn,EU,14,16,Phylloscopus ruficapilla,9,55
5476,wdn,EU,14,16,Phylloscopus ruficapilla,8.5,51
5477,wdn,EU,14,16,Phylloscopus ruficapilla,8.5,54
5478,wdn,EU,14,16,Batis mixta,12.5,61
5479,wdn,EU,14,16,Eurillas virens,24.5,81
5480,wdn,EU,14,16,Eurillas virens,25.5,84
5481,wdn,EU,14,16,Eurillas virens,23.5,81
5482,wdn,EU,14,16,Eurillas virens,23.5,81
5483,wdn,EU,14,16,Eurillas virens,26.5,84
5484,wdn,EU,14,16,Pogoniulus leucomystax,11,55
5485,wdn,EU,14,16,Turdus roehli,57,110
5486,wdn,EU,14,16,Turdus roehli,63.5,113
5487,wdn,EU,14,16,Phyllastrephus cabanisi,23,81
5488,wdn,EU,14,16,Cyanomitra olivacea,8,56
5489,wdn,EU,14,16,Cyanomitra olivacea,9.5,61
5490,wdn,EU,14,16,Cyanomitra olivacea,8,56
5491,wdn,EU,14,16,Illadopsis rufipennis,29,74
5492,wdn,EU,14,16,Arizelocichla masukuensis,26,76
5493,wdn,EU,14,16,Indicator variegatus,49,106
5494,wdn,EU,14,16,Phyllastrephus albigula,14.5,66
5495,wdn,EU,14,16,Chamaetylas fuelleborni,57.5,109
5496,wdn,EU,14,16,Chamaetylas fuelleborni,51,111
5497,wdn,EU,14,16,Phyllastrephus flavostriatus,30.5,90
5498,wdn,EU,14,16,Phyllastrephus flavostriatus,22.5,86
5499,wdn,EU,14,16,Phyllastrephus flavostriatus,22.5,82
5500,wdn,EU,14,16,Eurillas virens,23,79
5501,wdn,EU,14,16,Eurillas virens,26.5,84
5502,wdn,EU,14,16,Turdus roehli,67.5,104
5503,wdn,EU,14,16,Cyanomitra olivacea,8,54
5504,wdn,EU,14,16,Cyanomitra olivacea,9,61
5505,wdn,EU,14,16,Cyanomitra olivacea,7.5,53
5506,wdn,EU,14,16,Illadopsis rufipennis,32,NA
5507,wdn,EU,14,16,Illadopsis rufipennis,30,75
5508,wdn,EU,14,16,Arizelocichla milanjensis,44,102
5509,wdn,EU,14,16,Arizelocichla masukuensis,25,83
5510,wdn,EU,14,16,Arizelocichla masukuensis,27,80
5511,wdn,EU,14,16,Arizelocichla masukuensis,25.5,78
5512,wdn,EU,14,16,Dicrurus ludwigii,26.5,105
5513,wdn,EU,14,16,Dicrurus ludwigii,30,107
5514,wdn,EU,14,16,Turtur tympanistria,70,114
5515,wdn,EU,14,16,Phyllastrephus albigula,16,63
5516,wdn,EU,14,16,Eurillas virens,23,78
5517,wdn,EU,14,16,Eurillas virens,24,82
5518,wdn,EU,14,16,Eurillas virens,27,84
5519,wdn,EU,14,16,Eurillas virens,26,87
5520,wdn,EU,14,16,Phyllastrephus cabanisi,25,76
5521,wdn,EU,14,16,Cyanomitra olivacea,8,54
5522,wdn,EU,14,16,Cyanomitra olivacea,9,61
5523,wdn,EU,14,16,Cyanomitra olivacea,8.5,56
5524,wdn,EU,14,16,Cyanomitra olivacea,9.5,59
5525,wdn,EU,14,16,Cyanomitra olivacea,10,61
5526,wdn,EU,14,16,Cyanomitra olivacea,9.5,63
5527,wdn,EU,14,16,Cyanomitra olivacea,10,62
5528,wdn,EU,14,16,Cyanomitra olivacea,11,59
5529,wdn,EU,14,16,Cyanomitra olivacea,11,62
5530,wdn,EU,14,16,Illadopsis rufipennis,25.5,72
5531,wdn,EU,14,16,Illadopsis rufipennis,28.5,73
5532,wdn,EU,14,16,Illadopsis rufipennis,25.5,71
5533,wdn,EU,14,16,Cryptospiza reichenovii,11.5,53
5534,wdn,EU,14,16,Sheppardia sharpei,12,66
5535,wdn,EU,14,16,Arizelocichla milanjensis,41,94
5536,wdn,EU,14,16,Arizelocichla masukuensis,27,85
5537,wdn,EU,14,16,Arizelocichla masukuensis,25,81
5538,wdn,EU,14,16,Arizelocichla masukuensis,26,84
5539,wdn,EU,14,16,Phyllastrephus albigula,12.5,65
5540,wdn,EU,14,16,Phyllastrephus albigula,13.5,65
5541,wdn,EU,14,16,Phyllastrephus albigula,12,63
5542,wdn,EU,14,16,Elminia albonotata,9,60
5543,wdn,EU,14,16,Phyllastrephus flavostriatus,24.5,87
5544,wdn,EU,14,16,Phylloscopus ruficapilla,7,50
5545,wdn,EU,14,16,Phylloscopus ruficapilla,8.5,53
5546,wdn,EU,14,16,Phylloscopus ruficapilla,8,49
5547,wdn,EU,14,16,Eurillas virens,24.5,88
5548,wdn,EU,14,16,Eurillas virens,27,84
5549,wdn,EU,14,16,Eurillas virens,23,76
5550,wdn,EU,14,16,Eurillas virens,23.5,80
5551,wdn,EU,14,16,Eurillas virens,23,79
5552,wdn,EU,14,16,Eurillas virens,25,80
5553,wdn,EU,14,16,Eurillas virens,26,88
5554,wdn,EU,14,16,Eurillas virens,24,79
5555,wdn,EU,14,16,Eurillas virens,24,85
5556,wdn,EU,14,16,Eurillas virens,22.5,76
5557,wdn,EU,14,16,Eurillas virens,24,86
5558,wdn,EU,14,16,Eurillas virens,24,79
5559,wdn,EU,14,16,Eurillas virens,26.5,85
5560,wdn,EU,14,16,Geokichla gurneyi,66,113
5561,wdn,EU,14,16,Phyllastrephus cabanisi,23,77
5562,wdn,EU,14,16,Phyllastrephus cabanisi,25,83
5563,wdn,EU,14,16,Phyllastrephus cabanisi,25,75
5564,wdn,EU,14,16,Phyllastrephus cabanisi,28,86
5565,wdn,EU,14,16,Phyllastrephus cabanisi,27,81
5566,wdn,EU,14,16,Cyanomitra olivacea,9.5,62
5567,wdn,EU,14,16,Cyanomitra olivacea,8,54
5568,wdn,EU,14,16,Cyanomitra olivacea,9,62
5569,wdn,EU,14,16,Cyanomitra olivacea,10,59
5570,wdn,EU,14,16,Cyanomitra olivacea,9,60
5571,wdn,EU,14,16,Cyanomitra olivacea,8.5,61
5572,wdn,EU,14,16,Cyanomitra olivacea,9.5,64
5573,wdn,EU,14,16,Cryptospiza reichenovii,13.5,56
5574,wdn,EU,14,16,Cryptospiza reichenovii,13.5,55
5575,wdn,EU,14,16,Neocossyphus rufus,68.5,122
5576,wdn,EU,14,16,Sheppardia sharpei,14,70
5577,wdn,EU,14,16,Sheppardia sharpei,14.5,70
5578,wdn,EU,14,16,Arizelocichla milanjensis,40,96
5579,wdn,EU,14,16,Arizelocichla masukuensis,25,82
5580,wdn,EU,14,16,Arizelocichla masukuensis,24,80
5581,wdn,EU,14,16,Arizelocichla masukuensis,25.5,82
5582,wdn,EU,14,16,Arizelocichla masukuensis,26.5,79
5583,wdn,EU,14,16,Arizelocichla masukuensis,25,83
5584,wdn,EU,14,16,Arizelocichla masukuensis,29,79
5585,wdn,EU,14,16,Phyllastrephus albigula,14,62
5586,wdn,EU,14,16,Phyllastrephus albigula,15.5,70
5587,wdn,EU,14,16,Phyllastrephus albigula,15,66
5588,wdn,EU,14,16,Phyllastrephus albigula,16,65
5589,wdn,EU,14,16,Phyllastrephus albigula,15,69
5590,wdn,EU,14,16,Chamaetylas fuelleborni,57.5,113
5591,wdn,EU,14,16,Elminia albonotata,8,58
5592,wdn,EU,14,16,Elminia albonotata,8,59
5593,wdn,EU,14,16,Phyllastrephus flavostriatus,26,NA
5594,wdn,EU,14,16,Phyllastrephus flavostriatus,33,98
5595,wdn,EU,14,16,Phylloscopus ruficapilla,7,49
5596,wdn,EU,14,16,Phylloscopus ruficapilla,8,55
5597,wdn,EU,14,16,Phylloscopus ruficapilla,8,52
5598,wdn,EU,14,16,Bradypterus lopezi,22,NA
5599,wdn,EU,14,16,Batis mixta,11.5,59
5600,wdn,EU,14,16,Columba larvata,152,155
5601,wdn,EU,14,16,Eurillas virens,25.5,85
5602,wdn,EU,14,16,Eurillas virens,22,76
5603,wdn,EU,14,16,Eurillas virens,25,82
5604,wdn,EU,14,16,Eurillas virens,23.5,81
5605,wdn,EU,14,16,Eurillas virens,24.5,86
5606,wdn,EU,14,16,Eurillas virens,21.5,79
5607,wdn,EU,14,16,Eurillas virens,23.5,77
5608,wdn,EU,14,16,Eurillas virens,25,85
5609,wdn,EU,14,16,Eurillas virens,25,85
5610,wdn,EU,14,16,Phyllastrephus cabanisi,26.5,88
5611,wdn,EU,14,16,Cyanomitra olivacea,10,61
5612,wdn,EU,14,16,Cyanomitra olivacea,10,60
5613,wdn,EU,14,16,Cyanomitra olivacea,11,60
5614,wdn,EU,14,16,Cyanomitra olivacea,9,60
5615,wdn,EU,14,16,Illadopsis rufipennis,29,74
5616,wdn,EU,14,16,Spermophaga ruficapilla,22,69
5617,wdn,EU,14,16,Sheppardia sharpei,13.5,68
5618,wdn,EU,14,16,Arizelocichla milanjensis,38,96
5619,wdn,EU,14,16,Arizelocichla masukuensis,28,81
5620,wdn,EU,14,16,Arizelocichla masukuensis,24.5,79
5621,wdn,EU,14,16,Arizelocichla masukuensis,25,81
5622,wdn,EU,14,16,Phyllastrephus albigula,15,65
5623,wdn,EU,14,16,Chamaetylas fuelleborni,52.5,109
5624,wdn,EU,14,16,Elminia albonotata,9,64
5625,wdn,EU,14,16,Phyllastrephus flavostriatus,23.5,84
5626,wdn,EU,14,16,Phyllastrephus flavostriatus,31,87
5627,wdn,EU,14,16,Phyllastrephus flavostriatus,33,97
5628,wdn,EU,14,16,Phylloscopus ruficapilla,7,57
5629,wdn,EU,14,16,Phylloscopus ruficapilla,8,49
5630,wdn,EU,14,16,Eurillas virens,25.5,83
5631,wdn,EU,14,16,Eurillas virens,25.5,82
5632,wdn,EU,14,16,Phyllastrephus cabanisi,24,77
5633,wdn,EU,14,16,Cyanomitra olivacea,9.5,62
5634,wdn,EU,14,16,Cyanomitra olivacea,10,59
5635,wdn,EU,14,16,Cryptospiza reichenovii,11,51
5636,wdn,EU,14,16,Arizelocichla masukuensis,24.5,79
5637,wdn,EU,14,16,Arizelocichla masukuensis,25,85
5638,wdn,EU,14,16,Turtur tympanistria,69,115
5639,wdn,WU,14,22,Sylvia abyssinica,16.5,69
5640,wdn,WU,14,22,Apalis thoracica,10,50
5641,wdn,WU,14,22,Cinnyris usambaricus,6,47
5642,wdn,WU,14,22,Cinnyris usambaricus,6.5,48
5643,wdn,WU,14,22,Cinnyris usambaricus,7,50
5644,wdn,WU,14,22,Bradypterus lopezi,16,59
5645,wdn,WU,14,22,Eurillas virens,23,80
5646,wdn,WU,14,22,Eurillas virens,22.5,80
5647,wdn,WU,14,22,Eurillas virens,26,85
5648,wdn,WU,14,22,Pogoniulus leucomystax,11.5,NA
5649,wdn,WU,14,22,Linurgus olivaceus,21,71
5650,wdn,WU,14,22,Phyllastrephus cabanisi,29.5,83
5651,wdn,WU,14,22,Phyllastrephus cabanisi,26.5,88
5652,wdn,WU,14,22,Phyllastrephus cabanisi,24,74
5653,wdn,WU,14,22,Phyllastrephus cabanisi,26,79
5654,wdn,WU,14,22,Phyllastrephus cabanisi,27,88
5655,wdn,WU,14,22,Phyllastrephus cabanisi,23,74
5656,wdn,WU,14,22,Cyanomitra olivacea,8,NA
5657,wdn,WU,14,22,Cyanomitra olivacea,10,62
5658,wdn,WU,14,22,Cyanomitra olivacea,10,62
5659,wdn,WU,14,22,Cyanomitra olivacea,8.5,56
5660,wdn,WU,14,22,Cyanomitra olivacea,8.5,55
5661,wdn,WU,14,22,Cyanomitra olivacea,8,55
5662,wdn,WU,14,22,Cyanomitra olivacea,9,55
5663,wdn,WU,14,22,Cyanomitra olivacea,9.5,62
5664,wdn,WU,14,22,Cyanomitra olivacea,9.5,62
5665,wdn,WU,14,22,Cyanomitra olivacea,9.5,61
5666,wdn,WU,14,22,Cyanomitra olivacea,10,63
5667,wdn,WU,14,22,Cyanomitra olivacea,10,61
5668,wdn,WU,14,22,Cyanomitra olivacea,10,60
5669,wdn,WU,14,22,Cyanomitra olivacea,10.5,59
5670,wdn,WU,14,22,Cyanomitra olivacea,9,54
5671,wdn,WU,14,22,Illadopsis rufipennis,28,75
5672,wdn,WU,14,22,Illadopsis rufipennis,25.5,72
5673,wdn,WU,14,22,Cryptospiza reichenovii,12.5,54
5674,wdn,WU,14,22,Sheppardia sharpei,13.5,68
5675,wdn,WU,14,22,Sheppardia sharpei,13,64
5676,wdn,WU,14,22,Arizelocichla milanjensis,43,98
5677,wdn,WU,14,22,Arizelocichla milanjensis,42,93
5678,wdn,WU,14,22,Arizelocichla milanjensis,43.5,97
5679,wdn,WU,14,22,Arizelocichla masukuensis,24.5,82
5680,wdn,WU,14,22,Arizelocichla masukuensis,27,82
5681,wdn,WU,14,22,Arizelocichla masukuensis,24,78
5682,wdn,WU,14,22,Arizelocichla masukuensis,27,81
5683,wdn,WU,14,22,Arizelocichla masukuensis,27.5,81
5684,wdn,WU,14,22,Laniarius aethiopicus,49.5,91
5685,wdn,WU,14,22,Phyllastrephus albigula,15,66
5686,wdn,WU,14,22,Elminia albonotata,7,58
5687,wdn,WU,14,22,Elminia albonotata,7.5,62
5688,wdn,WU,14,22,Elminia albonotata,7,56
5689,wdn,WU,14,22,Phyllastrephus flavostriatus,23,86
5690,wdn,WU,14,22,Phylloscopus ruficapilla,8,55
5691,wdn,WU,14,22,Cinnyris usambaricus,7,52
5692,wdn,WU,14,22,Cinnyris usambaricus,7,50
5693,wdn,WU,14,22,Cinnyris usambaricus,7,50
5694,wdn,WU,14,22,Bradypterus lopezi,18.5,63
5695,wdn,WU,14,22,Batis mixta,12,64
5696,wdn,WU,14,22,Batis mixta,12.5,61
5697,wdn,WU,14,22,Turdus roehli,61,113
5698,wdn,WU,14,22,Cyanomitra olivacea,10,58
5699,wdn,WU,14,22,Cyanomitra olivacea,9,54
5700,wdn,WU,14,22,Cyanomitra olivacea,10.5,63
5701,wdn,WU,14,22,Cyanomitra olivacea,9,61
5702,wdn,WU,14,22,Cyanomitra olivacea,9.5,61
5703,wdn,WU,14,22,Cyanomitra olivacea,8,55
5704,wdn,WU,14,22,Cyanomitra olivacea,8,55
5705,wdn,WU,14,22,Cyanomitra olivacea,8.5,57
5706,wdn,WU,14,22,Cyanomitra olivacea,8.5,55
5707,wdn,WU,14,22,Cyanomitra olivacea,8.5,55
5708,wdn,WU,14,22,Cyanomitra olivacea,8.5,54
5709,wdn,WU,14,22,Cyanomitra olivacea,9.5,59
5710,wdn,WU,14,22,Illadopsis rufipennis,25,70
5711,wdn,WU,14,22,Artisornis metopias,9,45
5712,wdn,WU,14,22,Cryptospiza reichenovii,12,55
5713,wdn,WU,14,22,Cryptospiza reichenovii,12.5,55
5714,wdn,WU,14,22,Cryptospiza reichenovii,12,53
5715,wdn,WU,14,22,Arizelocichla masukuensis,26.5,81
5716,wdn,WU,14,22,Arizelocichla masukuensis,27,82
5717,wdn,WU,14,22,Modulatrix stictigula,32,80
5718,wdn,WU,14,22,Modulatrix stictigula,28,79
