order,recorder,location,Year,Site,species,Weight,Wing
1555,wdn,EU,4,16,Phyllastrephus albigula,16,66
1556,wdn,EU,4,16,Chamaetylas fuelleborni,49,111
1557,wdn,EU,4,16,Chamaetylas fuelleborni,62,115
1558,wdn,EU,4,16,Elminia albonotata,8,60
1559,wdn,EU,4,16,Elminia albonotata,7.5,60
1560,wdn,EU,4,16,Elminia albonotata,8.5,NA
1561,wdn,EU,4,16,Phyllastrephus flavostriatus,34,95
1562,wdn,EU,4,16,Phyllastrephus flavostriatus,35,97
1563,wdn,EU,4,16,Phyllastrephus flavostriatus,22,80
1564,wdn,EU,4,16,Phyllastrephus flavostriatus,34.5,97
1565,wdn,EU,4,16,Phyllastrephus flavostriatus,27,83
1566,wdn,EU,4,16,Phyllastrephus flavostriatus,31,95
1567,wdn,EU,4,16,Phylloscopus ruficapilla,7.5,51
1568,wdn,EU,4,16,Phylloscopus ruficapilla,7.5,49
1569,wdn,EU,4,16,Phylloscopus ruficapilla,8,51
1570,wdn,EU,4,16,Smithornis capensis,21,69
1571,wdn,EU,4,16,Bradypterus lopezi,18.5,NA
1572,wdn,EU,4,16,Bradypterus lopezi,19,NA
1573,wdn,EU,4,16,Bradypterus lopezi,21,NA
1574,wdn,EU,4,16,Batis mixta,12,NA
1575,wdn,EU,4,16,Batis mixta,12,NA
1576,wdn,EU,4,16,Stactolaema olivacea,50,85
1577,wdn,EU,4,16,Eurillas virens,23.5,NA
1578,wdn,EU,4,16,Eurillas virens,23.5,NA
1579,wdn,EU,4,16,Eurillas virens,24,NA
1580,wdn,EU,4,16,Turdus roehli,64.5,107
1581,wdn,EU,4,16,Geokichla gurneyi,54,110
1582,wdn,EU,4,16,Phyllastrephus cabanisi,24.5,NA
1583,wdn,EU,4,16,Cyanomitra olivacea,8,NA
1584,wdn,EU,4,16,Cyanomitra olivacea,10.5,NA
1585,wdn,EU,4,16,Cyanomitra olivacea,8,54
1586,wdn,EU,4,16,Cyanomitra olivacea,9.5,60
1587,wdn,EU,4,16,Cyanomitra olivacea,10,NA
1588,wdn,EU,4,16,Cyanomitra olivacea,10,NA
1589,wdn,EU,4,16,Cyanomitra olivacea,10,NA
1590,wdn,EU,4,16,Cyanomitra olivacea,9,61
1591,wdn,EU,4,16,Cyanomitra olivacea,8,56
1592,wdn,EU,4,16,Illadopsis rufipennis,24,66
1593,wdn,EU,4,16,Illadopsis rufipennis,29.5,74
1594,wdn,EU,4,16,Illadopsis rufipennis,26,70
1595,wdn,EU,4,16,Cryptospiza reichenovii,11.5,NA
1596,wdn,EU,4,16,Cryptospiza reichenovii,12,NA
1597,wdn,EU,4,16,Sheppardia sharpei,12.5,69
1598,wdn,EU,4,16,Arizelocichla milanjensis,38,85
1599,wdn,EU,4,16,Arizelocichla milanjensis,43,NA
1600,wdn,EU,4,16,Arizelocichla masukuensis,27,NA
1601,wdn,EU,4,16,Arizelocichla masukuensis,26.5,NA
1602,wdn,EU,4,16,Arizelocichla masukuensis,27,NA
1603,wdn,EU,4,16,Arizelocichla masukuensis,29.5,NA
1604,wdn,EU,4,16,Arizelocichla masukuensis,25,80
1605,wdn,EU,4,16,Arizelocichla masukuensis,27.5,82
1606,wdn,EU,4,16,Turtur tympanistria,67,112
1607,wdn,EU,4,16,Phyllastrephus albigula,12.5,64
1608,wdn,EU,4,16,Chamaetylas fuelleborni,47,104
1609,wdn,EU,4,16,Ploceus bicolor,32,82
1610,wdn,EU,4,16,Bradypterus lopezi,16,59
1611,wdn,EU,4,16,Bradypterus lopezi,16.5,55
1612,wdn,EU,4,16,Bradypterus lopezi,19,57
1613,wdn,EU,4,16,Bradypterus lopezi,18.5,57
1614,wdn,EU,4,16,Batis mixta,12,61
1615,wdn,EU,4,16,Batis mixta,12.5,61
1616,wdn,EU,4,16,Eurillas virens,26.5,83
1617,wdn,EU,4,16,Eurillas virens,24,83
1618,wdn,EU,4,16,Eurillas virens,28.5,NA
1619,wdn,EU,4,16,Geokichla gurneyi,61,111
1620,wdn,EU,4,16,Phyllastrephus cabanisi,28,NA
1621,wdn,EU,4,16,Phyllastrephus cabanisi,26,NA
1622,wdn,EU,4,16,Phyllastrephus cabanisi,26,NA
1623,wdn,EU,4,16,Phyllastrephus cabanisi,25.5,NA
1624,wdn,EU,4,16,Phyllastrephus cabanisi,27,79
1625,wdn,EU,4,16,Cyanomitra olivacea,9,61
1626,wdn,EU,4,16,Cyanomitra olivacea,10,NA
1627,wdn,EU,4,16,Cyanomitra olivacea,10,59
1628,wdn,EU,4,16,Cyanomitra olivacea,9,NA
1629,wdn,EU,4,16,Cyanomitra olivacea,9,NA
1630,wdn,EU,4,16,Cyanomitra olivacea,9,63
1631,wdn,EU,4,16,Cyanomitra olivacea,9,56
1632,wdn,EU,4,16,Cyanomitra olivacea,8,53
1633,wdn,EU,4,16,Cyanomitra olivacea,9,NA
1634,wdn,EU,4,16,Artisornis metopias,7,44
1635,wdn,EU,4,16,Arizelocichla milanjensis,39.5,NA
1636,wdn,EU,4,16,Arizelocichla milanjensis,39,NA
1637,wdn,EU,4,16,Arizelocichla masukuensis,25,79
1638,wdn,EU,4,16,Turtur tympanistria,69,122
1639,wdn,EU,4,16,Phyllastrephus albigula,15,63
1640,wdn,EU,4,16,Phylloscopus ruficapilla,7,47
1641,wdn,EU,4,16,Eurillas virens,27,83
1642,wdn,EU,4,16,Turdus roehli,67,108
1643,wdn,EU,4,16,Turdus roehli,72,NA
1644,wdn,EU,4,16,Turdus roehli,57,107
1645,wdn,EU,4,16,Cyanomitra olivacea,10.5,53
1646,wdn,EU,4,16,Cyanomitra olivacea,9,53
1647,wdn,EU,4,16,Cyanomitra olivacea,8.5,56
1648,wdn,EU,4,16,Sheppardia sharpei,12.5,63
1649,wdn,EU,4,16,Sheppardia sharpei,12.5,65
1650,wdn,EU,4,16,Sheppardia sharpei,17.5,68
1651,wdn,EU,4,16,Arizelocichla masukuensis,24,75
1652,wdn,EU,4,16,Arizelocichla masukuensis,27,77
1653,wdn,EU,4,16,Arizelocichla masukuensis,26.5,77
1654,wdn,EU,4,16,Arizelocichla masukuensis,24,80
1655,wdn,EU,4,16,Arizelocichla masukuensis,23,82
1656,wdn,EU,4,16,Arizelocichla masukuensis,23.5,80
1657,wdn,EU,4,16,Chamaetylas fuelleborni,55.5,113
1658,wdn,EU,4,16,Phyllastrephus flavostriatus,25,NA
1659,wdn,EU,4,16,Phylloscopus ruficapilla,9.5,55
1660,wdn,EU,4,16,Smithornis capensis,22.5,66
1661,wdn,EU,4,16,Eurillas virens,26,NA
1662,wdn,EU,4,16,Eurillas virens,27.5,82
1663,wdn,EU,4,16,Eurillas virens,25,78
1664,wdn,EU,4,16,Turdus roehli,52.5,110
1665,wdn,EU,4,16,Turdus roehli,66,107
1666,wdn,EU,4,16,Geokichla gurneyi,58,112
1667,wdn,EU,4,16,Phyllastrephus cabanisi,23,NA
1668,wdn,EU,4,16,Phyllastrephus cabanisi,29,NA
1669,wdn,EU,4,16,Phyllastrephus cabanisi,25,NA
1670,wdn,EU,4,16,Phyllastrephus cabanisi,23.5,73
1671,wdn,EU,4,16,Cyanomitra olivacea,9,63
1672,wdn,EU,4,16,Cyanomitra olivacea,9,62
1673,wdn,EU,4,16,Cyanomitra olivacea,10,60
1674,wdn,EU,4,16,Cyanomitra olivacea,9.5,62
1675,wdn,EU,4,16,Illadopsis rufipennis,28.5,73
1676,wdn,EU,4,16,Sheppardia sharpei,15,67
1677,wdn,EU,4,16,Sheppardia sharpei,14.5,67
1678,wdn,EU,4,16,Arizelocichla masukuensis,25,84
1679,wdn,EU,4,16,Arizelocichla masukuensis,26,83
1680,wdn,EU,4,16,Modulatrix stictigula,31,78
1681,wdn,EU,4,16,Dicrurus ludwigii,31.5,105
1682,wdn,EU,4,16,Chamaetylas fuelleborni,53.5,109
1683,wdn,EU,4,16,Elminia albonotata,8,57
1684,wdn,EU,4,16,Batis mixta,11.5,60
1685,wdn,EU,4,16,Turdus roehli,54,106
1686,wdn,EU,4,16,Turdus roehli,55,110
1687,wdn,EU,4,16,Arizelocichla milanjensis,39.5,100
1688,wdn,EU,4,16,Arizelocichla masukuensis,27,81
1689,wdn,EU,4,16,Arizelocichla masukuensis,29.5,81
1690,wdn,EU,4,16,Arizelocichla masukuensis,25.5,80
1691,wdn,EU,4,16,Dicrurus ludwigii,28,100
1692,wdn,EU,4,16,Chamaetylas fuelleborni,53.5,113
1693,wdn,EU,4,16,Chamaetylas fuelleborni,45,112
1694,wdn,EU,4,16,Elminia albonotata,7,60
1695,wdn,EU,4,16,Modulatrix stictigula,31.5,78
1696,wdn,EU,5,16,Bradypterus lopezi,17,60
1697,wdn,EU,5,16,Bradypterus lopezi,20,59
1698,wdn,EU,5,16,Bradypterus lopezi,19,57
1699,wdn,EU,5,16,Bradypterus lopezi,17.5,55
1700,wdn,EU,5,16,Batis mixta,10,58
1701,wdn,EU,5,16,Batis mixta,15,57
1702,wdn,EU,5,16,Eurillas virens,25.5,80
1703,wdn,EU,5,16,Eurillas virens,21,77
1704,wdn,EU,5,16,Eurillas virens,24,77
1705,wdn,EU,5,16,Eurillas virens,23,77
1706,wdn,EU,5,16,Eurillas virens,23,75
1707,wdn,EU,5,16,Eurillas virens,23.5,76
1708,wdn,EU,5,16,Eurillas virens,26,79
1709,wdn,EU,5,16,Eurillas virens,22.5,NA
1710,wdn,EU,5,16,Phyllastrephus cabanisi,23.5,NA
1711,wdn,EU,5,16,Phyllastrephus cabanisi,24,75
1712,wdn,EU,5,16,Phyllastrephus cabanisi,28,86
1713,wdn,EU,5,16,Phyllastrephus cabanisi,26,82
1714,wdn,EU,5,16,Cyanomitra olivacea,8,62
1715,wdn,EU,5,16,Cyanomitra olivacea,10,60
1716,wdn,EU,5,16,Cyanomitra olivacea,10,62
1717,wdn,EU,5,16,Cyanomitra olivacea,8,55
1718,wdn,EU,5,16,Cyanomitra olivacea,9,61
1719,wdn,EU,5,16,Cyanomitra olivacea,10,60
1720,wdn,EU,5,16,Cyanomitra olivacea,9,61
1721,wdn,EU,5,16,Cyanomitra olivacea,8,53
1722,wdn,EU,5,16,Cyanomitra olivacea,8,54
1723,wdn,EU,5,16,Cyanomitra olivacea,7.5,54
1724,wdn,EU,5,16,Cyanomitra olivacea,8,58
1725,wdn,EU,5,16,Cyanomitra olivacea,7,54
1726,wdn,EU,5,16,Cyanomitra olivacea,9.5,60
1727,wdn,EU,5,16,Cyanomitra olivacea,8,55
1728,wdn,EU,5,16,Cyanomitra olivacea,8,55
1729,wdn,EU,5,16,Cyanomitra olivacea,9,60
1730,wdn,EU,5,16,Cyanomitra olivacea,10.5,61
1731,wdn,EU,5,16,Artisornis metopias,8.5,44
1732,wdn,EU,5,16,Cryptospiza reichenovii,10.5,53
1733,wdn,EU,5,16,Cryptospiza reichenovii,12,50
1734,wdn,EU,5,16,Cryptospiza reichenovii,12,56
1735,wdn,EU,5,16,Cryptospiza reichenovii,11,56
1736,wdn,EU,5,16,Sheppardia sharpei,13,NA
1737,wdn,EU,5,16,Sheppardia sharpei,13.5,70
1738,wdn,EU,5,16,Arizelocichla milanjensis,36.5,86
1739,wdn,EU,5,16,Arizelocichla masukuensis,25.5,79
1740,wdn,EU,5,16,Arizelocichla masukuensis,26,78
1741,wdn,EU,5,16,Arizelocichla masukuensis,26.5,81
1742,wdn,EU,5,16,Arizelocichla masukuensis,27,81
1743,wdn,EU,5,16,Arizelocichla masukuensis,24,85
1744,wdn,EU,5,16,Arizelocichla masukuensis,29.5,81
1745,wdn,EU,5,16,Arizelocichla masukuensis,26,76
1746,wdn,EU,5,16,Dicrurus ludwigii,26,103
1747,wdn,EU,5,16,Chamaetylas fuelleborni,56,110
1748,wdn,EU,5,16,Elminia albonotata,7,58
1749,wdn,EU,5,16,Ploceus bicolor,37,87
1750,wdn,EU,5,16,Batis mixta,13,58
1751,wdn,EU,5,16,Batis mixta,11,58
1752,wdn,EU,5,16,Eurillas virens,26,85
1753,wdn,EU,5,16,Eurillas virens,23,77
1754,wdn,EU,5,16,Turdus roehli,66,108
1755,wdn,EU,5,16,Turdus roehli,72,109
1756,wdn,EU,5,16,Geokichla gurneyi,63,110
1757,wdn,EU,5,16,Cyanomitra olivacea,9,61
1758,wdn,EU,5,16,Cyanomitra olivacea,10.5,62
1759,wdn,EU,5,16,Cyanomitra olivacea,7,53
1760,wdn,EU,5,16,Cyanomitra olivacea,8,54
1761,wdn,EU,5,16,Illadopsis rufipennis,26,67
1762,wdn,EU,5,16,Cryptospiza reichenovii,11,52
1763,wdn,EU,5,16,Arizelocichla masukuensis,24.5,75
1764,wdn,EU,5,16,Arizelocichla masukuensis,27,82
1765,wdn,EU,5,16,Arizelocichla masukuensis,24,81
1766,wdn,EU,5,16,Arizelocichla masukuensis,27,85
1767,wdn,EU,5,16,Phyllastrephus albigula,12.5,63
1768,wdn,EU,5,16,Elminia albonotata,8,62
1769,wdn,EU,5,16,Elminia albonotata,8.5,61
1770,wdn,EU,5,16,Eurillas virens,23,78
1771,wdn,EU,5,16,Eurillas virens,23,78
1772,wdn,EU,5,16,Eurillas virens,26.5,85
1773,wdn,EU,5,16,Eurillas virens,24.5,81
1774,wdn,EU,5,16,Eurillas virens,23.5,78
1775,wdn,EU,5,16,Eurillas virens,24.5,79
1776,wdn,EU,5,16,Eurillas virens,27,84
1777,wdn,EU,5,16,Phyllastrephus cabanisi,25.5,73
1778,wdn,EU,5,16,Phyllastrephus cabanisi,27,81
1779,wdn,EU,5,16,Cyanomitra olivacea,10,60
1780,wdn,EU,5,16,Cyanomitra olivacea,7.5,54
1781,wdn,EU,5,16,Cyanomitra olivacea,9,60
1782,wdn,EU,5,16,Cyanomitra olivacea,8,53
1783,wdn,EU,5,16,Cyanomitra olivacea,10,59
1784,wdn,EU,5,16,Cryptospiza reichenovii,12,52
1785,wdn,EU,5,16,Cryptospiza reichenovii,12.5,53
1786,wdn,EU,5,16,Spermophaga ruficapilla,21,68
1787,wdn,EU,5,16,Sheppardia sharpei,13,66
1788,wdn,EU,5,16,Sheppardia sharpei,14,67
1789,wdn,EU,5,16,Sheppardia sharpei,14,70
1790,wdn,EU,5,16,Arizelocichla milanjensis,41,98
1791,wdn,EU,5,16,Arizelocichla milanjensis,45,95
1792,wdn,EU,5,16,Arizelocichla masukuensis,26,83
1793,wdn,EU,5,16,Arizelocichla masukuensis,26.5,78
1794,wdn,EU,5,16,Arizelocichla masukuensis,26,77
1795,wdn,EU,5,16,Arizelocichla masukuensis,23,80
1796,wdn,EU,5,16,Phyllastrephus albigula,15.5,68
1797,wdn,EU,5,16,Phyllastrephus albigula,15,68
1798,wdn,EU,5,16,Chamaetylas fuelleborni,49.5,113
1799,wdn,EU,5,16,Elminia albonotata,7.5,60
1800,wdn,EU,5,16,Elminia albonotata,9,61
1801,wdn,EU,5,16,Elminia albonotata,7.5,57
1802,wdn,EU,5,16,Phyllastrephus flavostriatus,24.5,77
1803,wdn,EU,5,16,Phyllastrephus flavostriatus,33,98
1804,wdn,EU,5,16,Phylloscopus ruficapilla,7,48
1805,wdn,EU,5,16,Phylloscopus ruficapilla,8,54
1806,wdn,EU,5,16,Batis mixta,12,59
1807,wdn,EU,5,16,Eurillas virens,22,77
1808,wdn,EU,5,16,Eurillas virens,24,78
1809,wdn,EU,5,16,Eurillas virens,22.5,75
1810,wdn,EU,5,16,Eurillas virens,23.5,75
1811,wdn,EU,5,16,Eurillas virens,23,75
1812,wdn,EU,5,16,Eurillas virens,23,80
1813,wdn,EU,5,16,Eurillas virens,26,82
1814,wdn,EU,5,16,Cyanomitra olivacea,11.5,59
1815,wdn,EU,5,16,Cyanomitra olivacea,9,61
1816,wdn,EU,5,16,Cyanomitra olivacea,7.5,55
1817,wdn,EU,5,16,Cyanomitra olivacea,9.5,58
1818,wdn,EU,5,16,Cyanomitra olivacea,10,60
1819,wdn,EU,5,16,Spermophaga ruficapilla,22.5,69
1820,wdn,EU,5,16,Spermophaga ruficapilla,21,65
1821,wdn,EU,5,16,Neocossyphus rufus,69.5,132
1822,wdn,EU,5,16,Arizelocichla milanjensis,38,98
1823,wdn,EU,5,16,Arizelocichla masukuensis,25.5,81
1824,wdn,EU,5,16,Arizelocichla masukuensis,25.5,78
1825,wdn,EU,5,16,Phylloscopus ruficapilla,7,47
1826,wdn,EU,5,16,Columba larvata,145,147
1827,wdn,EU,5,16,Eurillas virens,21.5,80
1828,wdn,EU,5,16,Turdus roehli,55,102
1829,wdn,EU,5,16,Geokichla gurneyi,58,116
1830,wdn,EU,5,16,Sheppardia sharpei,13,66
1831,wdn,EU,5,16,Arizelocichla milanjensis,42,NA
1832,wdn,EU,5,16,Arizelocichla milanjensis,42.5,90
1833,wdn,EU,5,16,Arizelocichla milanjensis,45,99
1834,wdn,EU,5,16,Arizelocichla masukuensis,26.5,83
1835,wdn,EU,5,16,Arizelocichla masukuensis,24,80
1836,wdn,EU,5,16,Arizelocichla masukuensis,25,79
1837,wdn,EU,5,16,Turtur tympanistria,61,116
1838,wdn,EU,5,16,Elminia albonotata,8,61
1839,wdn,EU,5,16,Phyllastrephus flavostriatus,33,96
1840,wdn,EU,5,16,Batis mixta,11,58
1841,wdn,EU,5,16,Batis mixta,11.5,60
1842,wdn,EU,5,16,Eurillas virens,24.5,77
1843,wdn,EU,5,16,Turdus roehli,68,110
1844,wdn,EU,5,16,Turdus roehli,60,104
1845,wdn,EU,5,16,Geokichla gurneyi,62,105
1846,wdn,EU,5,16,Phyllastrephus cabanisi,25,76
1847,wdn,EU,5,16,Cyanomitra olivacea,10.5,59
1848,wdn,EU,5,16,Sheppardia sharpei,13.5,67
1849,wdn,EU,5,16,Sheppardia sharpei,14.5,69
1850,wdn,EU,5,16,Arizelocichla milanjensis,41,92
1851,wdn,EU,5,16,Arizelocichla milanjensis,41,92
1852,wdn,EU,5,16,Arizelocichla masukuensis,25,85
1853,wdn,EU,5,16,Arizelocichla masukuensis,26,79
1854,wdn,EU,5,16,Arizelocichla masukuensis,28,79
1855,wdn,EU,5,16,Arizelocichla masukuensis,26.5,79
1856,wdn,EU,5,16,Arizelocichla masukuensis,25.5,74
1857,wdn,EU,5,16,Arizelocichla masukuensis,26.5,81
1858,wdn,EU,5,16,Arizelocichla masukuensis,29,84
1859,wdn,EU,5,16,Arizelocichla masukuensis,24.5,81
1860,wdn,EU,5,16,Arizelocichla masukuensis,27,77
1861,wdn,EU,5,16,Modulatrix stictigula,31,78
1862,wdn,EU,5,16,Elminia albonotata,7.5,57
1863,wdn,EU,5,16,Phyllastrephus flavostriatus,31.5,93
1864,wdn,EU,5,16,Eurillas virens,21.5,76
1865,wdn,EU,5,16,Eurillas virens,25,79
1866,wdn,EU,5,16,Eurillas virens,22.5,78
1867,wdn,EU,5,16,Eurillas virens,24,77
1868,wdn,EU,5,16,Eurillas virens,23.5,81
1869,wdn,EU,5,16,Cyanomitra olivacea,10,61
1870,wdn,EU,5,16,Cyanomitra olivacea,10,58
1871,wdn,EU,5,16,Sheppardia sharpei,14,67
1872,wdn,EU,5,16,Arizelocichla masukuensis,29,82
1873,wdn,EU,5,16,Phyllastrephus albigula,13,62
1874,wdn,EU,5,16,Batis mixta,10,58
1875,wdn,EU,5,16,Eurillas virens,23.5,78
1876,wdn,EU,5,16,Eurillas virens,24,76
1877,wdn,EU,5,16,Eurillas virens,25,81
1878,wdn,EU,5,16,Eurillas virens,23,75
1879,wdn,EU,5,16,Phyllastrephus cabanisi,25,82
1880,wdn,EU,5,16,Phyllastrephus cabanisi,22.5,71
1881,wdn,EU,5,16,Cyanomitra olivacea,9,61
1882,wdn,EU,5,16,Cyanomitra olivacea,11,61
1883,wdn,EU,5,16,Arizelocichla masukuensis,32,77
1884,wdn,EU,5,16,Phyllastrephus albigula,14,70
1885,wdn,EU,5,16,Chamaetylas fuelleborni,51.5,108
1886,wdn,EU,5,16,Elminia albonotata,8,61
1887,wdn,EU,5,16,Batis mixta,9,58
1888,wdn,EU,5,16,Eurillas virens,26.5,81
1889,wdn,EU,5,16,Eurillas virens,24,78
1890,wdn,EU,5,16,Cyanomitra olivacea,9,62
1891,wdn,EU,5,16,Cyanomitra olivacea,7,53
1892,wdn,EU,5,16,Sheppardia sharpei,14.5,70
1893,wdn,EU,5,16,Phyllastrephus albigula,15,69
1894,wdn,EU,5,16,Chamaetylas fuelleborni,46.5,109
1895,wdn,EU,5,16,Phylloscopus ruficapilla,6.5,49
1896,wdn,EU,5,16,Cyanomitra olivacea,9.5,60
1897,wdn,EU,5,16,Cyanomitra olivacea,9.5,55
1898,wdn,EU,5,16,Arizelocichla milanjensis,38,89
1899,wdn,EU,5,16,Arizelocichla milanjensis,36.5,94
1900,wdn,EU,5,16,Arizelocichla masukuensis,24.5,82
1901,wdn,WU,5,22,Sylvia abyssinica,18.5,64
1902,wdn,WU,5,22,Apalis thoracica,11.5,50
1903,wdn,WU,5,22,Apalis thoracica,10.5,50
1904,wdn,WU,5,22,Cinnyris usambaricus,6,46
1905,wdn,WU,5,22,Bradypterus lopezi,15.5,57
1906,wdn,WU,5,22,Bradypterus lopezi,20,60
1907,wdn,WU,5,22,Eurillas virens,24.5,76
1908,wdn,WU,5,22,Eurillas virens,27.5,78
1909,wdn,WU,5,22,Eurillas virens,25,77
1910,wdn,WU,5,22,Eurillas virens,24.5,79
1911,wdn,WU,5,22,Turdus roehli,53,107
1912,wdn,WU,5,22,Linurgus olivaceus,19.5,71
1913,wdn,WU,5,22,Linurgus olivaceus,22,70
1914,wdn,WU,5,22,Geokichla gurneyi,53.5,106
1915,wdn,WU,5,22,Phyllastrephus cabanisi,23,72
1916,wdn,WU,5,22,Phyllastrephus cabanisi,23,76
1917,wdn,WU,5,22,Phyllastrephus cabanisi,28.5,81
1918,wdn,WU,5,22,Cyanomitra olivacea,8,53
1919,wdn,WU,5,22,Cyanomitra olivacea,10,63
1920,wdn,WU,5,22,Cyanomitra olivacea,9,61
1921,wdn,WU,5,22,Cyanomitra olivacea,8,55
1922,wdn,WU,5,22,Cyanomitra olivacea,9,61
1923,wdn,WU,5,22,Cyanomitra olivacea,11,61
1924,wdn,WU,5,22,Artisornis metopias,7.5,47
1925,wdn,WU,5,22,Artisornis metopias,9,46
1926,wdn,WU,5,22,Artisornis metopias,9.5,44
1927,wdn,WU,5,22,Cryptospiza reichenovii,13,50
1928,wdn,WU,5,22,Cryptospiza reichenovii,11.5,53
1929,wdn,WU,5,22,Sheppardia sharpei,12.5,64
1930,wdn,WU,5,22,Sheppardia sharpei,14,65
1931,wdn,WU,5,22,Sheppardia sharpei,14.5,63
1932,wdn,WU,5,22,Sheppardia sharpei,12,64
1933,wdn,WU,5,22,Arizelocichla milanjensis,43.5,NA
1934,wdn,WU,5,22,Arizelocichla masukuensis,27.5,79
1935,wdn,WU,5,22,Arizelocichla masukuensis,26.5,78
1936,wdn,WU,5,22,Arizelocichla masukuensis,26,82
1937,wdn,WU,5,22,Arizelocichla masukuensis,28,81
1938,wdn,WU,5,22,Arizelocichla masukuensis,26.5,81
1939,wdn,WU,5,22,Arizelocichla masukuensis,28.5,86
1940,wdn,WU,5,22,Arizelocichla masukuensis,27.5,85
1941,wdn,WU,5,22,Modulatrix stictigula,32,81
1942,wdn,WU,5,22,Modulatrix stictigula,28.5,75
1943,wdn,WU,5,22,Modulatrix stictigula,30.5,NA
1944,wdn,WU,5,22,Modulatrix stictigula,34,NA
1945,wdn,WU,5,22,Dicrurus ludwigii,35.5,113
1946,wdn,WU,5,22,Phyllastrephus albigula,13,63
1947,wdn,WU,5,22,Phyllastrephus albigula,14.5,66
1948,wdn,WU,5,22,Chamaetylas fuelleborni,45.5,112
1949,wdn,WU,5,22,Elminia albonotata,7.5,61
1950,wdn,WU,5,22,Elminia albonotata,7.5,64
1951,wdn,WU,5,22,Elminia albonotata,8.5,61
1952,wdn,WU,5,22,Phylloscopus ruficapilla,8,54
1953,wdn,WU,5,22,Phylloscopus ruficapilla,8,56
1954,wdn,WU,5,22,Zosterops senegalensis,10.5,56
1955,wdn,WU,5,22,Zosterops senegalensis,9.5,58
1956,wdn,WU,5,22,Cinnyris usambaricus,6.5,50
1957,wdn,WU,5,22,Cinnyris usambaricus,7.5,50
1958,wdn,WU,5,22,Bradypterus lopezi,18,58
1959,wdn,WU,5,22,Bradypterus lopezi,18.5,65
1960,wdn,WU,5,22,Batis mixta,11,60
1961,wdn,WU,5,22,Eurillas virens,24,76
1962,wdn,WU,5,22,Linurgus olivaceus,20,69
1963,wdn,WU,5,22,Linurgus olivaceus,20,71
1964,wdn,WU,5,22,Linurgus olivaceus,20,70
1965,wdn,WU,5,22,Linurgus olivaceus,21,71
1966,wdn,WU,5,22,Phyllastrephus cabanisi,24,78
1967,wdn,WU,5,22,Cyanomitra olivacea,8,57
1968,wdn,WU,5,22,Cyanomitra olivacea,10,64
1969,wdn,WU,5,22,Illadopsis rufipennis,25.5,70
1970,wdn,WU,5,22,Artisornis metopias,8.5,47
1971,wdn,WU,5,22,Artisornis metopias,9.5,44
1972,wdn,WU,5,22,Cryptospiza reichenovii,11.5,51
1973,wdn,WU,5,22,Cryptospiza reichenovii,14,54
1974,wdn,WU,5,22,Cryptospiza reichenovii,11.5,55
1975,wdn,WU,5,22,Cryptospiza reichenovii,12.5,52
1976,wdn,WU,5,22,Sheppardia sharpei,13,63
1977,wdn,WU,5,22,Arizelocichla milanjensis,40.5,95
1978,wdn,WU,5,22,Arizelocichla masukuensis,23.5,81
1979,wdn,WU,5,22,Arizelocichla masukuensis,26.5,83
1980,wdn,WU,5,22,Arizelocichla masukuensis,27.5,82
1981,wdn,WU,5,22,Arizelocichla masukuensis,31.5,81
1982,wdn,WU,5,22,Phyllastrephus albigula,14.5,70
1983,wdn,WU,5,22,Phyllastrephus albigula,14.5,62
1984,wdn,WU,5,22,Phyllastrephus albigula,15.5,68
1985,wdn,WU,5,22,Chamaetylas fuelleborni,51.5,NA
1986,wdn,WU,5,22,Phyllastrephus flavostriatus,33.5,98
1987,wdn,WU,5,22,Phylloscopus ruficapilla,8,53
1988,wdn,WU,5,22,Zosterops senegalensis,9,56
1989,wdn,WU,5,22,Sylvia abyssinica,19.5,64
1990,wdn,WU,5,22,Ploceus bicolor,40,90
1991,wdn,WU,5,22,Cinnyris usambaricus,8,50
1992,wdn,WU,5,22,Cinnyris usambaricus,6.5,49
1993,wdn,WU,5,22,Cinnyris usambaricus,7,51
1994,wdn,WU,5,22,Bradypterus lopezi,16,58
1995,wdn,WU,5,22,Batis mixta,10.5,60
1996,wdn,WU,5,22,Pogoniulus leucomystax,12,55
1997,wdn,WU,5,22,Phyllastrephus cabanisi,23,77
1998,wdn,WU,5,22,Cyanomitra olivacea,8.5,55
1999,wdn,WU,5,22,Cyanomitra olivacea,9,59
2000,wdn,WU,5,22,Cyanomitra olivacea,10,61
2001,wdn,WU,5,22,Cyanomitra olivacea,7.5,53
2002,wdn,WU,5,22,Sheppardia sharpei,14,64
2003,wdn,WU,5,22,Sheppardia sharpei,14,67
2004,wdn,WU,5,22,Arizelocichla milanjensis,41.5,98
2005,wdn,WU,5,22,Arizelocichla milanjensis,45,93
2006,wdn,WU,5,22,Arizelocichla masukuensis,24,82
2007,wdn,WU,5,22,Arizelocichla masukuensis,27.5,82
2008,wdn,WU,5,22,Arizelocichla masukuensis,26,87
2009,wdn,WU,5,22,Arizelocichla masukuensis,26.5,82
2010,wdn,WU,5,22,Arizelocichla masukuensis,29,82
2011,wdn,WU,5,22,Indicator variegatus,47,109
2012,wdn,WU,5,22,Turtur tympanistria,63,120
2013,wdn,WU,5,22,Chamaetylas fuelleborni,51,110
2014,wdn,WU,5,22,Elminia albonotata,8,59
2015,wdn,WU,5,22,Elminia albonotata,8,62
